行業別大類,行業別中類,行業別小類,月份,售電量
G.批發及零售業,45 批發業,458 文教育樂用品批發業,08,2148504
G.批發及零售業,45 批發業,461 建材批發業,08,10334197
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,08,6677765
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,08,1723889
G.批發及零售業,45 批發業,464 機械器具批發業,08,12348155
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,08,5054775
G.批發及零售業,45 批發業,469 其他專賣批發業,08,5219021
G.批發及零售業,47 零售業,471 綜合商品零售業,08,408204936
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,08,33498787
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,08,12379576
G.批發及零售業,47 零售業,474 家用器具及用品零售業,08,9808419
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,08,9339341
G.批發及零售業,47 零售業,476 文教育樂用品零售業,08,3518061
G.批發及零售業,47 零售業,481 建材零售業,08,533988
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,08,16107607
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,08,10252966
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,08,16939583
G.批發及零售業,47 零售業,485 其他專賣零售業,08,5021170
G.批發及零售業,47 零售業,486 零售攤販,08,831927
G.批發及零售業,47 零售業,487 其他非店面零售業,08,2223217
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,08,134737691
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,08,97200521
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,08,6788602
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,08,6914618
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,08,119145
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,08,1665040
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,08,0
H.運輸及倉儲業,51 航空運輸業,,08,5072901
H.運輸及倉儲業,52 運輸輔助業,521 報關業,08,188777
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,08,908798
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,08,3173537
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,08,19533153
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,08,24003760
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,08,32351745
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,08,13353246
H.運輸及倉儲業,53 倉儲業,,08,96554577
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,08,5311476
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,08,5314458
I.住宿及餐飲業,55 住宿業,551 短期住宿業,08,223391552
I.住宿及餐飲業,55 住宿業,559 其他住宿業,08,769601
I.住宿及餐飲業,56 餐飲業,561 餐食業,08,122792776
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,08,3592005
I.住宿及餐飲業,56 餐飲業,563 飲料業,08,7115132
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,08,4174527
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,08,332960
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,08,13342857
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,08,176089
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,08,3708007
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,08,6907798
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,08,113470568
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,08,6278235
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,"631 入口網站經營、資料處理、
      主機及網站代管服務業",08,104458974
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,08,3300974
K.金融及保險業,64 金融服務業,641 貨幣中介業,08,54808542
K.金融及保險業,64 金融服務業,642 控股業,08,266349
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,08,194067
K.金融及保險業,64 金融服務業,649 其他金融服務業,08,2247127
K.金融及保險業,65 保險業,651 人身保險業,08,30744363
K.金融及保險業,65 保險業,652 財產保險業,08,1996073
K.金融及保險業,65 保險業,653 再保險業,08,0
K.金融及保險業,65 保險業,654 退休基金,08,0
K.金融及保險業,65 保險業,655 保險輔助業,08,461672
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,08,7324354
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,08,143657
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,08,95951
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,08,1237213
L.不動產業,67 不動產開發業,,08,19839791
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,08,40688813
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,08,1156686
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,08,1722589
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,08,208936
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,08,7380387
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,08,2297860
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,08,2084409
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,08,8741038
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,08,21963289
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,08,59520
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,08,17701181
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,08,1096919
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,08,55280
M.專業、科學及技術服務業,74 專門設計業,,08,823476
M.專業、科學及技術服務業,75 獸醫業,,08,280520
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,08,9134656
N.支援服務業,77 租賃業,771 機械設備租賃業,08,922382
N.支援服務業,77 租賃業,772 運輸工具租賃業,08,164883
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,08,623637
N.支援服務業,77 租賃業,774 智慧財產租賃業,08,44450
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,08,1088493
N.支援服務業,78 人力仲介及供應業,782 人力供應業,08,965631
N.支援服務業,79 旅行及相關服務業,,08,2317267
N.支援服務業,80 保全及偵探業,,08,1125889
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,08,261655
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,08,15338791
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,08,81434
N.支援服務業,82 行政支援服務業,,08,6950664
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,,08,292774116
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,08,839814
P.教育業,85 教育業,851 學前教育,08,5202043
P.教育業,85 教育業,852 小學教育,08,30266156
P.教育業,85 教育業,853 國民中學教育,08,30333382
P.教育業,85 教育業,854 高級中等教育,08,30512966
P.教育業,85 教育業,855 大專校院,08,175268046
P.教育業,85 教育業,856 特殊教育學校,08,175372
P.教育業,85 教育業,858 教育輔助業,08,150343
P.教育業,85 教育業,859 其他教育業,08,7281171
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,08,284948111
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,08,12075038
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,08,9193612
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,08,32739155
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,08,7670390
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,08,528859
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,08,1287321
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,08,7512548
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,08,24270344
R.藝術、娛樂及休閒服務業,92 博弈業,,08,388196
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,08,47020071
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,08,38468085
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,08,13315002
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,08,1003076
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,08,33914894
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,08,10412219
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,08,309894
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,08,125388
S.其他服務業,96 未分類其他服務業,961 洗衣業,08,5241589
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,08,6659045
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,08,7744461
S.其他服務業,96 未分類其他服務業,964 家事服務業,08,86873
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,08,3260207
T.家庭(住宅用),97 住宅與公共設施,,08,256408882
U.其他不能歸類,98 其他不能歸類,,08,187163342
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,09,56413380
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,09,92309232
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,09,63878478
A.農、林、漁、牧業,02 林業,021 林業,09,267233
A.農、林、漁、牧業,03 漁業,031 漁撈業,09,390371
A.農、林、漁、牧業,03 漁業,032 水產養殖業,09,93769620
B.礦業及土石採取業,05 石油及天然氣礦業,,09,2476957
B.礦業及土石採取業,06 砂、石採取及其他礦業,,09,22464534
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,09,58999894
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,09,29759173
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,09,25553974
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,09,15073769
C.製造業,08 食品及飲料製造業,085 乳品製造業,09,31737854
C.製造業,08 食品及飲料製造業,086 碾榖、磨粉及澱粉製品製造業,09,19579749
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,09,31973053
C.製造業,08 食品及飲料製造業,089 其他食品製造業,09,191884203
C.製造業,09 飲料製造業,091 酒精飲料製造業,09,11969336
C.製造業,09 飲料製造業,092 非酒精飲料製造業,09,20744686
C.製造業,10菸草製造業,,09,4439081
C.製造業,11 紡織業,111 紡紗業,09,98612158
C.製造業,11 紡織業,112 織布業,09,140344127
C.製造業,11 紡織業,113 不織布業,09,23409193
C.製造業,11 紡織業,114 染整業,09,46443124
C.製造業,11 紡織業,115 紡織品製造業,09,23859742
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,09,9041616
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,09,3956886
C.製造業,13 皮革、毛皮及其製品製造業,,09,9688379
C.製造業,14 木竹製品製造業,,09,11499913
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,09,74789102
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,09,30911823
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,09,30542770
C.製造業,16 印刷及資料儲存媒體複製業,,09,40823467
C.製造業,17 石油及煤製品製造業,,09,108314752
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,09,471044108
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,09,15360498
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,09,212989049
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,09,131867337
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,09,4459627
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,09,19340693
